         510 	-3.3906 	-6.93764 	-33.7619 	-38.319 	-6.94687 	-8.73083 	-31.9419 	-39.1286 	-33.8528 	-31.7194 	-3.98906 	-12.2158 	-38.6403 	-38.9883 	-12.2663 	-5.2923
         520 	-3.22531 	-7.27017 	-35.3907 	-38.7251 	-7.27258 	-9.14154 	-31.408 	-51.3888 	-35.5573 	-31.1817 	-3.81263 	-14.3035 	-39.0513 	-49.8696 	-14.4073 	-3.80794
         530 	-3.21233 	-7.6444 	-45.2489 	-41.3344 	-7.63854 	-10.0183 	-33.5015 	-39.6471 	-45.9264 	-33.1955 	-4.72177 	-13.6599 	-41.771 	-39.5596 	-13.7578 	-3.69183
         540 	-3.60106 	-7.65578 	-37.7147 	-45.6778 	-7.64798 	-11.1962 	-38.242 	-36.4811 	-37.1549 	-37.8286 	-4.43011 	-12.4381 	-45.7153 	-36.4688 	-12.4981 	-4.00761
         550 	-3.48107 	-7.50866 	-35.4041 	-38.8179 	-7.50748 	-10.8945 	-34.0563 	-31.6097 	-35.0931 	-33.8652 	-3.63947 	-12.6646 	-38.8194 	-31.5746 	-12.7238 	-5.09505
         560 	-3.14864 	-7.93171 	-34.9338 	-37.5043 	-7.93849 	-9.89186 	-33.1177 	-28.8625 	-34.7102 	-32.8799 	-3.39044 	-13.1421 	-37.7121 	-28.8257 	-13.2017 	-8.74254
         570 	-2.84113 	-8.52811 	-34.2463 	-38.1772 	-8.5337 	-9.02167 	-32.2384 	-27.8267 	-34.1142 	-32.0155 	-3.35108 	-14.4015 	-38.4166 	-27.7634 	-14.4869 	-17.7866
         580 	-2.56705 	-9.18838 	-34.1858 	-38.4893 	-9.18363 	-8.57854 	-31.8716 	-27.2656 	-34.1228 	-31.6662 	-3.31172 	-16.4009 	-38.644 	-27.1704 	-16.5516 	-10.9043
         590 	-2.36136 	-9.77617 	-34.9593 	-38.0661 	-9.76385 	-8.57614 	-31.9213 	-27.4782 	-34.9538 	-31.6981 	-3.30315 	-18.0552 	-38.1475 	-27.3827 	-18.2833 	-6.29209
         600 	-2.23382 	-10.2672 	-37.1737 	-38.0317 	-10.2494 	-8.95213 	-31.8644 	-28.8153 	-37.3362 	-31.5926 	-3.47663 	-17.9665 	-38.2383 	-28.7013 	-18.1724 	-4.31662
         610 	-2.1836 	-10.8033 	-44.5015 	-40.4935 	-10.7811 	-9.64206 	-32.5 	-32.1211 	-46.0024 	-32.1274 	-4.02435 	-16.8426 	-40.8775 	-31.9991 	-16.9817 	-3.60323
         620 	-2.33744 	-11.3447 	-37.9036 	-44.3272 	-11.3212 	-10.5087 	-37.2491 	-37.9477 	-37.3381 	-36.5967 	-4.15962 	-16.6344 	-44.251 	-37.8328 	-16.7349 	-3.46344
         630 	-2.66992 	-10.8517 	-30.8281 	-35.3129 	-10.8274 	-10.9591 	-30.6621 	-37.2966 	-30.5251 	-30.5004 	-3.97373 	-16.2922 	-35.229 	-37.2223 	-16.3741 	-4.15319
         640 	-2.37381 	-11.2293 	-30.9859 	-32.9977 	-11.2131 	-9.92647 	-28.7087 	-32.7972 	-30.8151 	-28.5917 	-3.70486 	-15.6068 	-33.0369 	-32.7525 	-15.6819 	-6.47815
         650 	-2.11646 	-12.1695 	-31.8577 	-32.2741 	-12.1531 	-8.98094 	-28.8528 	-28.7453 	-31.7818 	-28.7311 	-3.60556 	-14.5324 	-32.3681 	-28.6942 	-14.6082 	-13.7462
         660 	-1.94713 	-13.1742 	-32.8883 	-32.6096 	-13.135 	-8.50959 	-29.5104 	-26.6094 	-32.8857 	-29.362 	-3.67252 	-14.0469 	-32.7121 	-26.5383 	-14.1304 	-14.2196
         670 	-1.82252 	-14.1315 	-34.2782 	-34.0845 	-14.0653 	-8.49927 	-30.4568 	-26.2509 	-34.3652 	-30.2646 	-3.8482 	-14.391 	-34.2 	-26.1512 	-14.4727 	-6.91003
         680 	-1.754 	-14.9768 	-35.9532 	-35.9445 	-14.8972 	-8.81391 	-31.1646 	-26.7219 	-36.1911 	-30.9034 	-3.88811 	-14.9121 	-36.0935 	-26.5986 	-14.9779 	-4.38931
         690 	-1.78648 	-15.5862 	-39.7236 	-38.6981 	-15.5129 	-9.40303 	-31.7102 	-27.9435 	-40.3729 	-31.4078 	-3.89082 	-15.1825 	-38.896 	-27.8273 	-15.2148 	-3.37298
         700 	-1.98872 	-15.359 	-56.7335 	-40.1153 	-15.3022 	-10.2307 	-32.2898 	-29.7106 	-53.3241 	-31.9854 	-3.98205 	-14.7385 	-40.259 	-29.6305 	-14.7251 	-3.11908
         710 	-2.01649 	-15.2023 	-36.2696 	-35.4165 	-15.1585 	-10.4131 	-29.3394 	-30.4473 	-35.9663 	-29.1949 	-4.39525 	-13.6475 	-35.4937 	-30.4287 	-13.6166 	-3.56298
         720 	-1.84938 	-16.1188 	-33.4129 	-33.197 	-16.0897 	-9.83005 	-27.9407 	-31.1772 	-33.3586 	-27.8374 	-5.01417 	-12.2514 	-33.2958 	-31.1796 	-12.2246 	-5.04731
         730 	-1.75673 	-17.122 	-33.545 	-32.3836 	-17.0974 	-9.19951 	-28.5121 	-30.5102 	-33.5824 	-28.4023 	-5.47546 	-11.0519 	-32.4884 	-30.4755 	-11.0413 	-8.85049
         740 	-1.74221 	-17.8016 	-34.8766 	-32.2862 	-17.7592 	-8.82074 	-30.4718 	-28.7889 	-34.9898 	-30.3416 	-5.19239 	-10.6642 	-32.3827 	-28.7208 	-10.6708 	-15.1351
         750 	-1.80236 	-17.8294 	-35.8616 	-33.1347 	-17.7779 	-8.82056 	-32.4946 	-27.501 	-36.0137 	-32.3229 	-4.67741 	-11.1823 	-33.2182 	-27.4093 	-11.1966 	-8.84056
         760 	-1.9087 	-17.1753 	-36.6347 	-34.964 	-17.1456 	-9.26212 	-33.5574 	-27.1493 	-36.9271 	-33.3623 	-4.29247 	-11.8957 	-35.0707 	-27.0478 	-11.9009 	-5.14002
         770 	-1.91125 	-16.8042 	-39.34 	-35.9934 	-16.8027 	-9.96054 	-34.1133 	-27.1192 	-39.9344 	-33.885 	-4.23679 	-12.2812 	-36.1071 	-27.0538 	-12.2644 	-3.70206
         780 	-1.82551 	-16.8111 	-38.9071 	-35.4628 	-16.8436 	-10.7108 	-31.8513 	-27.4533 	-39.2901 	-31.6593 	-4.46812 	-12.1956 	-35.5467 	-27.3984 	-12.1533 	-3.25622
         790 	-1.79361 	-16.4573 	-36.5281 	-34.6897 	-16.5151 	-11.3793 	-30.1354 	-28.7751 	-36.7395 	-29.9808 	-5.02171 	-11.5923 	-34.7754 	-28.7548 	-11.5341 	-3.46941
         800 	-1.82695 	-15.76 	-34.892 	-33.7461 	-15.8254 	-11.4543 	-29.5357 	-31.112 	-34.9967 	-29.3854 	-6.09142 	-10.6047 	-33.8398 	-31.0957 	-10.5537 	-4.49309
         810 	-1.93553 	-14.9493 	-33.4489 	-32.1339 	-15.0012 	-10.9454 	-29.5871 	-32.8485 	-33.4581 	-29.4408 	-7.18841 	-9.79292 	-32.2047 	-32.8112 	-9.75923 	-6.79512
         820 	-2.16085 	-14.1401 	-32.1393 	-30.6316 	-14.1745 	-10.4837 	-30.138 	-30.2172 	-32.1568 	-29.9967 	-7.07376 	-9.393 	-30.6884 	-30.1524 	-9.37759 	-10.7864
         830 	-2.46835 	-13.5981 	-31.609 	-30.7451 	-13.6232 	-10.4089 	-31.7811 	-26.9486 	-31.683 	-31.6703 	-6.20766 	-9.72365 	-30.8364 	-26.8874 	-9.71811 	-9.34946
         840 	-2.59147 	-13.6637 	-33.0648 	-32.3785 	-13.6939 	-10.4087 	-35.8446 	-25.528 	-33.2997 	-35.7952 	-5.45279 	-10.5301 	-32.5174 	-25.4703 	-10.5235 	-5.71443
         850 	-2.49322 	-13.8174 	-37.578 	-33.5456 	-13.8672 	-10.4372 	-39.7692 	-24.9118 	-38.0747 	-39.4478 	-5.20582 	-11.1824 	-33.6334 	-24.8544 	-11.1584 	-4.02332
         860 	-2.41512 	-13.5175 	-39.575 	-33.5281 	-13.5828 	-10.8502 	-34.9261 	-24.7723 	-40.0231 	-34.6775 	-5.46887 	-11.4912 	-33.5589 	-24.7211 	-11.4484 	-3.37732
         870 	-2.44731 	-12.8193 	-35.8187 	-33.1024 	-12.886 	-11.6497 	-31.9769 	-25.549 	-36.0221 	-31.7981 	-6.06746 	-11.5156 	-33.1403 	-25.5126 	-11.4616 	-3.25989
         880 	-2.58417 	-12.0936 	-33.1746 	-32.4196 	-12.1525 	-12.4276 	-30.7574 	-27.7663 	-33.311 	-30.619 	-6.94172 	-11.1717 	-32.4257 	-27.7423 	-11.1189 	-3.54547
         890 	-2.79421 	-11.6403 	-31.1468 	-31.3217 	-11.6866 	-12.6952 	-30.3516 	-32.4894 	-31.2689 	-30.2526 	-8.05447 	-10.4693 	-31.3327 	-32.4841 	-10.4267 	-4.46059
         900 	-2.94261 	-11.7128 	-30.7193 	-30.4285 	-11.7525 	-12.3569 	-31.6118 	-36.2906 	-30.9211 	-31.546 	-8.91115 	-9.73381 	-30.472 	-36.2379 	-9.70657 	-6.43455
         910 	-2.86861 	-12.1039 	-33.6282 	-30.1014 	-12.1466 	-11.6365 	-36.0809 	-28.6316 	-33.9882 	-36.1221 	-8.37342 	-9.61904 	-30.1669 	-28.5956 	-9.59998 	-8.44941
         920 	-2.77009 	-12.0976 	-41.0022 	-30.5756 	-12.1522 	-11.1741 	-48.6263 	-24.2918 	-41.6499 	-49.0599 	-7.13646 	-10.183 	-30.657 	-24.2599 	-10.161 	-7.58586
         930 	-2.81147 	-11.6312 	-39.1007 	-31.6639 	-11.6904 	-11.3518 	-43.0904 	-22.306 	-38.8469 	-42.4252 	-6.35434 	-10.8243 	-31.7455 	-22.2821 	-10.7919 	-6.04506
         940 	-2.97675 	-10.9749 	-33.33 	-33.0101 	-11.0321 	-12.2836 	-35.9374 	-21.6093 	-33.2355 	-35.6092 	-6.21851 	-11.1109 	-33.077 	-21.5929 	-11.0676 	-5.15041
         950 	-3.21323 	-10.3056 	-30.1185 	-34.6152 	-10.3557 	-13.9556 	-32.6558 	-22.0086 	-30.0863 	-32.4029 	-6.63162 	-10.9681 	-34.6514 	-21.9822 	-10.922 	-4.73756
         960 	-3.47691 	-9.7595 	-28.6737 	-36.6943 	-9.80343 	-15.6928 	-31.0337 	-23.5464 	-28.661 	-30.8322 	-7.63651 	-10.6817 	-36.661 	-23.5017 	-10.6434 	-4.54539
         970 	-3.73526 	-9.51921 	-28.7398 	-37.6089 	-9.55713 	-15.8897 	-31.0507 	-26.1254 	-28.7512 	-30.85 	-8.79367 	-10.3222 	-37.5603 	-26.0999 	-10.2993 	-4.6813
         980 	-3.72849 	-9.8658 	-30.7341 	-37.3258 	-9.90097 	-14.3516 	-32.8868 	-29.9899 	-30.8295 	-32.6579 	-9.53626 	-9.80566 	-37.3849 	-30.0118 	-9.79129 	-5.64812
         990 	-3.46535 	-10.2465 	-33.5479 	-36.7037 	-10.2855 	-12.4568 	-34.6108 	-36.1017 	-33.691 	-34.3029 	-9.84572 	-9.25887 	-36.8001 	-36.1666 	-9.24579 	-7.88962
        1000 	-3.37439 	-10.2197 	-35.3684 	-38.0181 	-10.2602 	-11.3035 	-35.2403 	-32.1224 	-35.3253 	-34.8543 	-9.51655 	-8.87224 	-38.1456 	-32.1614 	-8.86261 	-11.2641
        1010 	-3.50283 	-9.86611 	-33.6989 	-41.0335 	-9.90488 	-11.07 	-32.3556 	-28.0403 	-33.5101 	-32.1446 	-8.64803 	-8.67835 	-41.2241 	-28.0397 	-8.66608 	-11.5401
        1020 	-3.78792 	-9.36245 	-31.0652 	-44.1705 	-9.39952 	-11.7886 	-29.8088 	-26.5082 	-30.926 	-29.6517 	-7.88924 	-8.73565 	-44.4296 	-26.4998 	-8.72073 	-8.46392
        1030 	-4.15358 	-8.84313 	-29.3849 	-42.4688 	-8.87578 	-13.643 	-28.2237 	-26.3675 	-29.3127 	-28.1116 	-7.5926 	-8.89721 	-42.5204 	-26.3391 	-8.87884 	-6.34049
        1040 	-4.47777 	-8.44297 	-28.8595 	-39.7872 	-8.47237 	-16.8753 	-27.5996 	-26.6521 	-28.8159 	-27.4945 	-7.84646 	-9.03021 	-39.8498 	-26.627 	-9.01343 	-5.35656
        1050 	-4.64585 	-8.29528 	-29.4649 	-38.0202 	-8.32025 	-19.6463 	-27.8556 	-27.2701 	-29.4411 	-27.7641 	-8.52116 	-9.05523 	-38.0564 	-27.2573 	-9.04189 	-5.15809
        1060 	-4.54571 	-8.53267 	-30.6668 	-37.2631 	-8.55634 	-17.5244 	-28.8506 	-29.1389 	-30.6576 	-28.749 	-9.52371 	-8.82136 	-37.3329 	-29.1621 	-8.81264 	-5.75187
        1070 	-4.24826 	-8.8355 	-31.7289 	-38.0067 	-8.85959 	-14.1663 	-30.3019 	-33.2098 	-31.7051 	-30.1945 	-10.8357 	-8.34151 	-38.1202 	-33.3019 	-8.33462 	-7.46905
        1080 	-4.16602 	-8.83656 	-31.7769 	-39.2465 	-8.85791 	-12.0815 	-31.6632 	-38.7833 	-31.6853 	-31.5154 	-11.9962 	-7.86493 	-39.3616 	-38.9767 	-7.8573 	-10.7002
        1090 	-4.34412 	-8.62832 	-30.7618 	-39.345 	-8.64904 	-11.2996 	-31.8634 	-35.2282 	-30.6076 	-31.7086 	-11.6615 	-7.63327 	-39.3596 	-35.2172 	-7.62565 	-13.1253
        1100 	-4.7235 	-8.29591 	-29.352 	-37.6539 	-8.31521 	-11.6167 	-30.9083 	-31.3388 	-29.2245 	-30.7621 	-10.2914 	-7.76248 	-37.5718 	-31.3061 	-7.75085 	-10.188
        1110 	-5.21451 	-7.915 	-28.1096 	-35.948 	-7.93457 	-13.1746 	-29.5597 	-29.0997 	-28.0277 	-29.4431 	-9.31009 	-8.06803 	-35.8522 	-29.0664 	-8.05512 	-7.47119
        1120 	-5.66294 	-7.59289 	-27.3158 	-35.0635 	-7.6098 	-16.6598 	-28.6077 	-28.1035 	-27.2625 	-28.5318 	-9.03711 	-8.35877 	-34.9517 	-28.0459 	-8.34519 	-6.16129
        1130 	-5.87779 	-7.44519 	-27.3066 	-34.9406 	-7.45879 	-23.5122 	-27.9906 	-27.9344 	-27.2702 	-27.9367 	-9.32923 	-8.57614 	-34.8437 	-27.8779 	-8.56369 	-5.6879
        1140 	-5.71335 	-7.59343 	-27.5518 	-34.9682 	-7.60523 	-22.8076 	-27.7927 	-28.6804 	-27.531 	-27.7601 	-10.0188 	-8.53003 	-34.8955 	-28.6456 	-8.52025 	-5.92998
        1150 	-5.29245 	-7.87171 	-28.1519 	-35.3337 	-7.88386 	-16.7021 	-28.6786 	-31.496 	-28.1451 	-28.6563 	-11.2817 	-8.22372 	-35.3154 	-31.5068 	-8.21494 	-7.08832
        1160 	-5.08225 	-7.9652 	-28.8565 	-35.9461 	-7.97455 	-13.3499 	-30.4146 	-37.3962 	-28.8363 	-30.3911 	-13.1454 	-7.80353 	-35.9255 	-37.4938 	-7.79614 	-9.50669
        1170 	-5.17464 	-7.91758 	-28.7615 	-36.0967 	-7.92648 	-11.8586 	-31.6123 	-46.475 	-28.7511 	-31.5784 	-14.5403 	-7.46567 	-36.0388 	-46.661 	-7.45915 	-12.895
        1180 	-5.53257 	-7.75125 	-27.8698 	-35.3574 	-7.76046 	-11.6837 	-31.4177 	-37.5217 	-27.863 	-31.3447 	-13.8075 	-7.42227 	-35.2962 	-37.3877 	-7.41419 	-12.3915
        1190 	-6.0986 	-7.48636 	-26.6927 	-34.3349 	-7.49663 	-12.706 	-30.2393 	-32.6786 	-26.6789 	-30.1395 	-12.1902 	-7.65558 	-34.2777 	-32.6022 	-7.64677 	-9.19782
        1200 	-6.73224 	-7.2109 	-25.578 	-33.3395 	-7.22125 	-15.3471 	-29.1157 	-30.7646 	-25.5594 	-29.0336 	-11.1929 	-8.00717 	-33.2753 	-30.719 	-7.99778 	-7.23019
        1210 	-7.12708 	-7.0441 	-25.0754 	-33.0608 	-7.05346 	-21.2704 	-28.77 	-31.0115 	-25.0614 	-28.6876 	-10.994 	-8.33854 	-32.971 	-30.9764 	-8.32989 	-6.38509
        1220 	-7.04151 	-7.08047 	-25.3594 	-33.8668 	-7.08797 	-33.3025 	-29.1927 	-33.6178 	-25.3423 	-29.1276 	-11.3034 	-8.48144 	-33.7401 	-33.6006 	-8.47339 	-6.31791
