10	-24.1503
20	-18.5543
30	-16.3185
40	-15.9989
50	-17.2762
60	-20.1802
70	-22.198
80	-19.0282
90	-15.5169
100	-13.5735
110	-12.8617
120	-13.1769
130	-14.3587
140	-15.6948
150	-15.7118
160	-13.7554
170	-11.7319
180	-10.5123
190	-10.0645
200	-10.2883
210	-10.9946
220	-11.6491
230	-11.9535
240	-10.8206
250	-9.46855
260	-8.52906
270	-8.12426
280	-8.16626
290	-8.48149
300	-8.85955
310	-9.0872
320	-8.3165
330	-7.38381
340	-6.66529
350	-6.31014
360	-6.24033
370	-6.33534
380	-6.64352
390	-6.80545
400	-6.22723
410	-5.53036
420	-4.94707
430	-4.60582
440	-4.45655
450	-4.43079
460	-4.73496
470	-4.93895
480	-4.53848
490	-4.08142
500	-3.66913
510	-3.3906
520	-3.22531
530	-3.21233
540	-3.60106
550	-3.48107
560	-3.14864
570	-2.84113
580	-2.56705
590	-2.36136
600	-2.23382
610	-2.1836
620	-2.33744
630	-2.66992
640	-2.37381
650	-2.11646
660	-1.94713
670	-1.82252
680	-1.754
690	-1.78648
700	-1.98872
710	-2.01649
720	-1.84938
730	-1.75673
740	-1.74221
750	-1.80236
760	-1.9087
770	-1.91125
780	-1.82551
790	-1.79361
800	-1.82695
810	-1.93553
820	-2.16085
830	-2.46835
840	-2.59147
850	-2.49322
860	-2.41512
870	-2.44731
880	-2.58417
890	-2.79421
900	-2.94261
910	-2.86861
920	-2.77009
930	-2.81147
940	-2.97675
950	-3.21323
960	-3.47691
970	-3.73526
980	-3.72849
990	-3.46535
1000	-3.37439
1010	-3.50283
1020	-3.78792
1030	-4.15358
1040	-4.47777
1050	-4.64585
1060	-4.54571
1070	-4.24826
1080	-4.16602
1090	-4.34412
1100	-4.7235
1110	-5.21451
1120	-5.66294
1130	-5.87779
1140	-5.71335
1150	-5.29245
1160	-5.08225
1170	-5.17464
1180	-5.53257
1190	-6.0986
1200	-6.73224
1210	-7.12708
1220	-7.04151
1230	-6.57616
1240	-6.22735
1250	-6.21684
1260	-6.51155
1270	-7.09951
1280	-7.874
1290	-8.48905
1300	-8.56187
1310	-8.09887
1320	-7.57138
1330	-7.38056
1340	-7.6019
1350	-8.22481
1360	-9.15988
1370	-10.0605
1380	-10.243
1390	-9.53261
1400	-8.75156
1410	-8.37892
1420	-8.49916
1430	-9.12646
1440	-10.2176
1450	-11.5029
1460	-12.1918
1470	-11.7051
1480	-10.7758
1490	-10.135
1500	-10.0017
1510	-10.436
1520	-11.4283
1530	-12.7631
1540	-13.6505
1550	-13.2609
1560	-12.2543
1570	-11.4738
1580	-11.233
1590	-11.6513
1600	-12.7662
1610	-14.4263
1620	-15.8842
1630	-15.8448
1640	-14.4068
1650	-12.98
1660	-12.2499
1670	-12.3564
1680	-13.3194
1690	-15.0418
1700	-16.7937
1710	-17.0804
1720	-15.7385
1730	-14.2487
1740	-13.3961
1750	-13.3463
1760	-14.186
1770	-15.9692
1780	-18.262
1790	-18.9029
1800	-17.1042
1810	-15.1855
1820	-14.1168
1830	-13.9522
1840	-14.6695
1850	-16.2748
1860	-18.2513
1870	-18.6054
1880	-16.8819
1890	-15.0832
1900	-14.0248
1910	-13.8345
1920	-14.4803
1930	-15.7709
1940	-17.055
1950	-17.1137
1960	-15.7003
1970	-14.0261
1980	-12.9428
1990	-12.6109
2000	-12.948
2010	-13.7937
2020	-14.6754
2030	-14.7153
2040	-13.6241
2050	-12.3299
2060	-11.4477
2070	-11.0406
2080	-11.0961
2090	-11.5097
2100	-11.9976
2110	-12.084
2120	-11.4931
2130	-10.5717
2140	-9.80905
2150	-9.3875
2160	-9.30388
2170	-9.48678
2180	-9.75301
2190	-9.80727
2200	-9.47054
2210	-8.85577
2220	-8.22742
2230	-7.81648
2240	-7.6296
2250	-7.58311
2260	-7.60416
2270	-7.57351
2280	-7.3788
2290	-7.02091
2300	-6.6208
2310	-6.30282
2320	-6.09595
2330	-6.0066
2340	-6.01503
2350	-6.03207
2360	-5.96638
2370	-5.78094
2380	-5.52898
2390	-5.26586
2400	-5.01652
2410	-4.83415
2420	-4.72935
2430	-4.68954
2440	-4.65878
2450	-4.56577
2460	-4.38978
2470	-4.17807
2480	-3.98265
2490	-3.83496
2500	-3.75634
2510	-3.7388
2520	-3.74668
2530	-3.71437
2540	-3.61441
2550	-3.46314
2560	-3.28511
2570	-3.12012
2580	-3.01733
2590	-2.98399
2600	-2.97365
2610	-2.94757
2620	-2.88713
2630	-2.79176
2640	-2.68572
2650	-2.59475
2660	-2.52633
2670	-2.48206
2680	-2.46248
2690	-2.44446
2700	-2.41048
2710	-2.36102
2720	-2.30331
2730	-2.24887
2740	-2.20705
2750	-2.17674
2760	-2.16814
2770	-2.17853
2780	-2.17946
2790	-2.15625
2800	-2.11947
2810	-2.08875
2820	-2.07847
2830	-2.08722
2840	-2.09973
2850	-2.10888
2860	-2.11116
2870	-2.10137
2880	-2.09372
2890	-2.10052
2900	-2.12956
2910	-2.17356
2920	-2.21678
2930	-2.24524
2940	-2.25705
2950	-2.26224
2960	-2.26882
2970	-2.29829
2980	-2.35831
2990	-2.44365
3000	-2.52599
3010	-2.57831
3020	-2.58633
3030	-2.56366
3040	-2.54545
3050	-2.55957
3060	-2.61756
3070	-2.71505
3080	-2.83204
3090	-2.9361
3100	-2.99699
3110	-3.0031
3120	-2.97193
3130	-2.95158
3140	-2.9824
3150	-3.07435
3160	-3.2011
3170	-3.33
3180	-3.41441
3190	-3.42043
3200	-3.36323
3210	-3.30392
3220	-3.30775
3230	-3.39737
3240	-3.55945
3250	-3.74318
3260	-3.88012
3270	-3.9134
3280	-3.85685
3290	-3.7786
3300	-3.75152
3310	-3.81269
3320	-3.96265
3330	-4.16907
3340	-4.36517
3350	-4.47702
3360	-4.4692
3370	-4.38229
3380	-4.29774
3390	-4.28671
3400	-4.37961
3410	-4.56816
3420	-4.79566
3430	-4.97679
3440	-5.02617
3450	-4.93426
3460	-4.79074
3470	-4.70667
3480	-4.74984
3490	-4.93042
3500	-5.21407
3510	-5.49956
3520	-5.66017
3530	-5.62622
3540	-5.45755
3550	-5.29699
3560	-5.25417
3570	-5.37117
3580	-5.63494
3590	-5.96782
3600	-6.23011
3610	-6.29179
3620	-6.14566
3630	-5.9197
3640	-5.76362
3650	-5.7661
3660	-5.93811
3670	-6.24086
3680	-6.57114
3690	-6.78058
3700	-6.76398
3710	-6.56604
3720	-6.33899
3730	-6.21579
3740	-6.26907
3750	-6.50503
3760	-6.87078
3770	-7.2498
3780	-7.48339
3790	-7.48078
3800	-7.31229
3810	-7.15182
3820	-7.13092
3830	-7.30549
3840	-7.64579
3850	-8.05197
3860	-8.35418
3870	-8.40396
3880	-8.20689
3890	-7.93679
3900	-7.76934
3910	-7.80146
3920	-8.05585
3930	-8.49161
3940	-8.99311
3950	-9.36617
3960	-9.44986
3970	-9.27433
3980	-9.03813
3990	-8.92931
4000	-9.0465
4010	-9.40516
4020	-9.92399
4030	-10.4352
4040	-10.7315
4050	-10.7178
4060	-10.4979
4070	-10.2772
4080	-10.2068
4090	-10.3561
4100	-10.7095
4110	-11.1914
4120	-11.6665
4130	-11.9921
4140	-12.0776
4150	-11.9654
4160	-11.8141
4170	-11.8109
4180	-12.072
4190	-12.6275
4200	-13.3972
4210	-14.1791
4220	-14.6816
4230	-14.7082
4240	-14.3911
4250	-14.0629
4260	-14.0012
4270	-14.329
4280	-15.0722
4290	-16.1747
4300	-17.426
4310	-18.3409
4320	-18.4329
4330	-17.8753
4340	-17.287
4350	-17.0556
4360	-17.2822
4370	-17.9455
4380	-18.9748
4390	-20.1966
4400	-21.0938
4410	-21.0134
4420	-20.1177
4430	-19.1411
4440	-18.4766
4450	-18.1994
4460	-18.2934
4470	-18.7313
4480	-19.4115
4490	-20.033
4500	-20.1022
4510	-19.4341
4520	-18.4322
4530	-17.5575
4540	-17.0025
4550	-16.7758
4560	-16.8193
4570	-17.0656
4580	-17.3789
4590	-17.4855
4600	-17.1867
4610	-16.5825
4620	-15.9358
4630	-15.4184
4640	-15.1065
4650	-15.0027
4660	-15.0239
4670	-14.9933
4680	-14.726
4690	-14.1941
4700	-13.5492
4710	-12.9638
4720	-12.5303
4730	-12.2701
4740	-12.1762
4750	-12.1988
4760	-12.2407
4770	-12.1781
4780	-11.9653
4790	-11.6416
4800	-11.2924
4810	-10.9973
4820	-10.8068
4830	-10.7251
4840	-10.7031
4850	-10.661
4860	-10.5384
4870	-10.3252
4880	-10.0554
4890	-9.78078
4900	-9.55638
4910	-9.40376
4920	-9.31137
4930	-9.23497
4940	-9.13638
4950	-9.00829
4960	-8.86742
4970	-8.72234
4980	-8.57974
4990	-8.44844
5000	-8.32898
5010	-8.21448
5020	-8.09495
5030	-7.97927
5040	-7.87458
5050	-7.77524
5060	-7.66474
5070	-7.54616
5080	-7.42683
5090	-7.31102
5100	-7.19975
5110	-7.09884
5120	-7.01846
5130	-6.95476
5140	-6.89199
5150	-6.81594
5160	-6.72145
5170	-6.60646
5180	-6.47501
5190	-6.34355
5200	-6.23725
5210	-6.17585
5220	-6.1566
5230	-6.1571
5240	-6.14421
5250	-6.09566
5260	-6.00131
5270	-5.8754
5280	-5.74758
5290	-5.64907
5300	-5.5912
5310	-5.56283
5320	-5.54053
5330	-5.49194
5340	-5.39799
5350	-5.26697
5360	-5.12896
5370	-5.01739
5380	-4.95535
5390	-4.94485
5400	-4.96562
5410	-4.97824
5420	-4.94525
5430	-4.85987
5440	-4.74251
5450	-4.62568
5460	-4.53558
5470	-4.48837
5480	-4.47739
5490	-4.48067
5500	-4.46836
5510	-4.42644
5520	-4.35404
5530	-4.26972
5540	-4.19312
5550	-4.14282
5560	-4.11946
5570	-4.11755
5580	-4.12042
5590	-4.10866
5600	-4.07245
5610	-4.00906
5620	-3.93592
5630	-3.87444
5640	-3.8396
5650	-3.83858
5660	-3.85782
5670	-3.88076
5680	-3.88682
5690	-3.86579
5700	-3.82062
5710	-3.7641
5720	-3.71703
5730	-3.68656
5740	-3.67563
5750	-3.68128
5760	-3.69256
5770	-3.69909
